,Unnamed: 0,bpm,time_signature,instrument,genre,key,min_vel,max_vel,rhythm,num_measures,file_name,track_role,chord_progression
1785,1785,80,4/4,acoustic_piano,newage,aminor,22,26,standard,8,commu00578.mid,main_melody,"['Em', 'F', 'Em', 'Am', 'F', 'C', 'F', 'C']"
1786,1786,80,4/4,acoustic_piano,newage,aminor,22,26,standard,8,commu00578.mid,main_melody,"['Am', 'C', 'F', 'C', 'F', 'Am', 'Dm', 'C']"
1788,1788,80,4/4,acoustic_piano,newage,aminor,22,26,standard,8,commu00578.mid,main_melody,"['Am', 'D', 'G', 'C', 'Am', 'Am', 'Dm', 'C']"
1789,1789,80,4/4,acoustic_piano,newage,aminor,22,26,standard,8,commu00578.mid,main_melody,"['F', 'C', 'F', 'C', 'F', 'Am', 'Dm', 'C']"
1790,1790,80,4/4,acoustic_piano,newage,aminor,22,26,standard,8,commu00578.mid,main_melody,"['Dm', 'C', 'F', 'C', 'F', 'Am', 'Dm', 'C']"
1791,1791,80,4/4,acoustic_piano,newage,aminor,22,26,standard,8,commu00578.mid,main_melody,"['F', 'C', 'Dm', 'Am', 'A#', 'Am', 'Dm', 'Am']"
1792,1792,80,4/4,acoustic_piano,newage,aminor,22,26,standard,8,commu00578.mid,main_melody,"['Em', 'C', 'F', 'Am', 'F', 'Am', 'F', 'C']"
1793,1793,80,4/4,acoustic_piano,newage,aminor,22,26,standard,8,commu00578.mid,main_melody,"['Dm', 'Am', 'F', 'C', 'F', 'Am', 'Dm', 'C']"
1794,1794,110,4/4,string_ensemble,cinematic,aminor,95,96,standard,7,commu00579.mid,pad,"['Am', 'D', 'Am', 'D', 'D', 'Am', 'D', 'E']"
1796,1796,70,4/4,acoustic_piano,newage,aminor,21,30,standard,8,commu00580.mid,main_melody,"['Am', 'Em', 'F', 'Em', 'Am', 'Em', 'F', 'Em']"
1798,1798,80,4/4,acoustic_piano,newage,cmajor,22,30,standard,8,commu00581.mid,accompaniment,"['F', 'Am', 'F', 'Em', 'Dm', 'Am', 'C', 'C']"
1799,1799,70,4/4,acoustic_piano,newage,aminor,21,30,standard,8,commu00582.mid,main_melody,"['Am', 'G', 'F', 'E', 'Am', 'G', 'F', 'E']"
1800,1800,70,4/4,acoustic_piano,newage,aminor,21,30,standard,8,commu00582.mid,main_melody,"['F', 'G', 'F', 'Em', 'Am', 'Em', 'F', 'E']"
1801,1801,70,4/4,acoustic_piano,newage,aminor,21,30,standard,8,commu00582.mid,main_melody,"['Am', 'Em', 'F', 'Em', 'Am', 'Em', 'F', 'E']"
1802,1802,120,4/4,acoustic_piano,cinematic,cmajor,91,92,standard,4,commu00583_0_sample0.mid,pad,"['Am', 'C', 'F', 'G']"
1803,1803,120,4/4,string_ensemble,cinematic,cmajor,121,122,standard,8,commu00584.mid,main_melody,"['Dm', 'C', 'F', 'G', 'Am', 'C', 'F', 'G']"
1805,1805,120,4/4,string_ensemble,cinematic,cmajor,121,122,standard,8,commu00584.mid,main_melody,"['C', 'C', 'F', 'G', 'Am', 'C', 'F', 'G']"
1806,1806,120,4/4,string_ensemble,cinematic,cmajor,121,122,standard,8,commu00584.mid,main_melody,"['Am', 'G', 'F', 'G', 'Am', 'C', 'F', 'G']"
1807,1807,120,4/4,string_ensemble,cinematic,cmajor,121,122,standard,8,commu00584.mid,main_melody,"['Am', 'C', 'F', 'G', 'Am', 'C', 'F', 'G']"
1808,1808,120,4/4,string_ensemble,cinematic,cmajor,121,122,standard,8,commu00584.mid,main_melody,"['Am', 'Em', 'F', 'G', 'Am', 'C', 'F', 'G']"
1817,1817,60,4/4,acoustic_piano,cinematic,aminor,21,22,standard,4,commu00586.mid,accompaniment,"['Am', 'Em', 'F', 'E']"
1818,1818,45,4/4,acoustic_piano,newage,cmajor,23,30,standard,8,commu00587.mid,accompaniment,"['G', 'C', 'G', 'C', 'Em', 'D', 'C', 'C']"
1819,1819,150,4/4,string_ensemble,cinematic,aminor,115,116,standard,8,commu00588.mid,accompaniment,"['Am', 'Am', 'F', 'F', 'C', 'C', 'E', 'E']"
1820,1820,60,4/4,string_ensemble,cinematic,cmajor,17,58,standard,4,commu00589.mid,main_melody,"['Em', 'F', 'Em', 'C']"
1821,1821,60,4/4,string_ensemble,cinematic,cmajor,17,58,standard,4,commu00589.mid,main_melody,"['C', 'Em', 'C', 'G']"
1822,1822,60,4/4,string_ensemble,cinematic,cmajor,17,58,standard,4,commu00589.mid,main_melody,"['C', 'G', 'Bm', 'C']"
1823,1823,60,4/4,string_ensemble,cinematic,cmajor,17,58,standard,4,commu00589.mid,main_melody,"['Gm', 'C', 'Gm', 'C']"
1824,1824,60,4/4,string_ensemble,cinematic,cmajor,17,58,standard,4,commu00589.mid,main_melody,"['Bm', 'Em', 'C', 'G']"
1825,1825,60,4/4,string_ensemble,cinematic,cmajor,17,58,standard,4,commu00589.mid,main_melody,"['Am', 'C', 'F', 'G']"
1826,1826,60,4/4,string_ensemble,cinematic,cmajor,17,58,standard,4,commu00589.mid,main_melody,"['D', 'Em', 'C', 'G']"
1827,1827,60,4/4,string_ensemble,cinematic,cmajor,17,58,standard,4,commu00589.mid,main_melody,"['C', 'Em', 'Am', 'G']"
1828,1828,60,4/4,string_ensemble,cinematic,cmajor,17,58,standard,4,commu00589.mid,main_melody,"['Bm', 'G', 'E', 'Em']"
1829,1829,110,4/4,string_ensemble,cinematic,cmajor,113,121,standard,8,commu00590.mid,riff,"['Gm', 'C', 'Gm', 'C', 'Gm', 'C', 'D', 'D']"
1830,1830,150,4/4,string_ensemble,cinematic,aminor,127,127,standard,7,commu00591.mid,pad,"['Em', 'F', 'F', 'F', 'G', 'Am', 'Em', 'F']"
1831,1831,45,4/4,acoustic_piano,newage,cmajor,23,30,standard,8,commu00592.mid,accompaniment,"['G', 'C', 'G', 'C', 'Em', 'D', 'C', 'C']"
1832,1832,120,4/4,string_ensemble,cinematic,cmajor,115,122,standard,4,commu00593.mid,riff,"['C', 'G', 'Am', 'F']"
1833,1833,35,4/4,acoustic_piano,newage,cmajor,21,22,standard,8,commu00594.mid,main_melody,"['C', 'F', 'C', 'F', 'Am', 'G', 'F', 'F']"
1834,1834,35,4/4,acoustic_piano,newage,cmajor,21,22,standard,8,commu00594.mid,main_melody,"['F', 'C', 'C', 'Am', 'Am', 'G', 'F', 'F']"
1835,1835,35,4/4,acoustic_piano,newage,cmajor,21,22,standard,8,commu00594.mid,main_melody,"['C', 'Dm', 'C', 'F', 'Am', 'G', 'F', 'F']"
1836,1836,35,4/4,acoustic_piano,newage,cmajor,21,22,standard,8,commu00594.mid,main_melody,"['Em', 'F', 'C', 'F', 'Am', 'G', 'F', 'F']"
1837,1837,120,4/4,string_ensemble,cinematic,cmajor,91,92,standard,4,commu00595_0_sample0.mid,pad,"['Am', 'F', 'C', 'G']"
1838,1838,45,4/4,acoustic_piano,newage,cmajor,21,22,standard,8,commu00596.mid,main_melody,"['Am', 'F', 'C', 'F', 'C', 'F', 'F', 'F']"
1839,1839,45,4/4,acoustic_piano,newage,cmajor,21,22,standard,8,commu00596.mid,main_melody,"['C', 'F', 'C', 'F', 'C', 'F', 'F', 'F']"
1840,1840,45,4/4,acoustic_piano,newage,cmajor,21,22,standard,8,commu00596.mid,main_melody,"['Em', 'F', 'C', 'F', 'C', 'F', 'F', 'F']"
1846,1846,120,4/4,brass_ensemble,cinematic,aminor,91,92,standard,8,commu00597.mid,sub_melody,"['Em', 'Bm', 'C', 'D', 'Em', 'G', 'C', 'D']"
1847,1847,110,4/4,string_violin,cinematic,aminor,101,126,standard,8,commu00598.mid,riff,"['C', 'C#m', 'C', 'B', 'C', 'B', 'F', 'E']"
1848,1848,110,4/4,acoustic_piano,cinematic,aminor,83,96,standard,8,commu00599.mid,accompaniment,"['Am', 'E', 'Am', 'E', 'Am', 'E', 'F', 'E']"
1856,1856,65,4/4,acoustic_piano,newage,cmajor,33,40,standard,8,commu00601.mid,main_melody,"['F', 'C', 'F', 'C', 'Am', 'C', 'F', 'C']"
1858,1858,65,4/4,acoustic_piano,newage,cmajor,33,40,standard,8,commu00601.mid,main_melody,"['Am', 'G', 'F', 'C', 'Am', 'C', 'F', 'C']"
1859,1859,65,4/4,acoustic_piano,newage,cmajor,33,40,standard,8,commu00601.mid,main_melody,"['Dm', 'C', 'F', 'C', 'Am', 'C', 'F', 'C']"
1861,1861,65,4/4,acoustic_piano,newage,cmajor,33,40,standard,8,commu00601.mid,main_melody,"['Am', 'C', 'F', 'C', 'Am', 'C', 'F', 'C']"
1864,1864,150,4/4,brass_ensemble,cinematic,aminor,95,96,standard,8,commu00602.mid,sub_melody,"['F', 'Am', 'A#', 'A#', 'C', 'C', 'G', 'G']"
1866,1866,150,4/4,brass_ensemble,cinematic,aminor,95,96,standard,8,commu00602.mid,sub_melody,"['Dm', 'Am', 'A#', 'A#', 'C', 'C', 'G', 'G']"
1867,1867,110,4/4,string_violin,cinematic,cmajor,113,122,standard,8,commu00603.mid,riff,"['Gm', 'C', 'Gm', 'C', 'Gm', 'C', 'D', 'D']"
1868,1868,45,4/4,acoustic_piano,newage,cmajor,23,30,standard,8,commu00604.mid,accompaniment,"['G', 'C', 'G', 'C', 'Em', 'D', 'C', 'C']"
1870,1870,110,4/4,brass_ensemble,cinematic,aminor,94,100,standard,8,commu00605.mid,main_melody,"['D', 'C', 'D', 'Am', 'Em', 'C', 'G', 'A']"
1871,1871,110,4/4,brass_ensemble,cinematic,aminor,94,100,standard,8,commu00605.mid,main_melody,"['D', 'Am', 'D', 'Am', 'Em', 'C', 'G', 'A']"
1875,1875,80,4/4,acoustic_piano,newage,cmajor,21,30,standard,8,commu00606.mid,accompaniment,"['C', 'Em', 'G', 'D', 'C', 'Em', 'G', 'D']"
1876,1876,120,4/4,string_ensemble,cinematic,aminor,115,116,standard,4,commu00607_0_sample0.mid,accompaniment,"['C', 'G', 'Am', 'F']"
1877,1877,120,4/4,string_ensemble,cinematic,aminor,121,127,standard,8,commu00608.mid,riff,"['Am', 'C', 'G', 'Dm', 'Am', 'C', 'G', 'D']"
1878,1878,35,4/4,acoustic_piano,newage,cmajor,23,30,standard,4,commu00609.mid,main_melody,"['C', 'Em', 'C', 'F']"
1879,1879,35,4/4,acoustic_piano,newage,cmajor,23,30,standard,4,commu00609.mid,main_melody,"['C', 'Em', 'Am', 'F']"
1880,1880,35,4/4,acoustic_piano,newage,cmajor,23,30,standard,4,commu00609.mid,main_melody,"['Am', 'Em', 'C', 'F']"
1881,1881,150,4/4,brass_ensemble,cinematic,cmajor,127,127,standard,8,commu00610.mid,pad,"['F', 'F', 'C', 'C', 'A', 'Am', 'C', 'D']"
1885,1885,110,4/4,string_ensemble,cinematic,cmajor,94,101,standard,7,commu00611.mid,main_melody,"['Am', 'D', 'Dm', 'G', 'C', 'Em', 'C', 'Am']"
1886,1886,110,4/4,string_ensemble,cinematic,cmajor,94,101,standard,7,commu00611.mid,main_melody,"['Em', 'D', 'C', 'D', 'Em', 'Bm', 'C', 'C']"
1887,1887,65,4/4,celesta,newage,aminor,24,29,standard,4,commu00612.mid,main_melody,"['Am', 'G', 'F', 'C']"
1888,1888,65,4/4,celesta,newage,aminor,24,29,standard,4,commu00612.mid,main_melody,"['F', 'G', 'F', 'C']"
1889,1889,120,4/4,string_ensemble,cinematic,aminor,91,92,standard,8,commu00613.mid,main_melody,"['F', 'Am', 'Em', 'F', 'F', 'Am', 'Em', 'F']"
1890,1890,120,4/4,string_ensemble,cinematic,aminor,91,92,standard,8,commu00613.mid,main_melody,"['Am', 'C', 'G', 'D', 'Am', 'C', 'G', 'D']"
1893,1893,120,4/4,string_ensemble,cinematic,aminor,91,92,standard,8,commu00613.mid,main_melody,"['Am', 'Dm', 'G', 'D', 'Am', 'C', 'G', 'D']"
1896,1896,80,4/4,acoustic_piano,newage,cmajor,22,30,standard,4,commu00614_0_sample0.mid,accompaniment,"['G', 'C', 'Em', 'C']"
1897,1897,120,4/4,acoustic_piano,cinematic,cmajor,53,62,standard,8,commu00615.mid,main_melody,"['C', 'Dm', 'Am', 'A#', 'C', 'Dm', 'Am', 'G']"
1899,1899,120,4/4,acoustic_piano,cinematic,cmajor,53,62,standard,8,commu00615.mid,main_melody,"['C', 'F', 'Am', 'G', 'C', 'F', 'Am', 'G']"
1903,1903,120,4/4,acoustic_piano,cinematic,cmajor,53,62,standard,8,commu00615.mid,main_melody,"['Am', 'G', 'F', 'C', 'Dm', 'A#', 'F', 'G']"
1904,1904,120,4/4,string_violin,cinematic,cmajor,115,118,standard,8,commu00616.mid,riff,"['C', 'C', 'C', 'F', 'Am', 'Am', 'G', 'G']"
1905,1905,65,4/4,acoustic_piano,newage,cmajor,23,30,standard,4,commu00617.mid,accompaniment,"['Gm', 'F', 'Gm', 'F']"
1912,1912,80,4/4,acoustic_piano,newage,cmajor,22,30,standard,8,commu00619.mid,main_melody,"['G', 'D', 'Em', 'C', 'G', 'C', 'G', 'C']"
1913,1913,80,4/4,acoustic_piano,newage,cmajor,22,30,standard,8,commu00619.mid,main_melody,"['G', 'C', 'G', 'C', 'G', 'C', 'G', 'C']"
1914,1914,80,4/4,acoustic_piano,newage,cmajor,22,30,standard,8,commu00619.mid,main_melody,"['G', 'Am', 'G', 'C', 'G', 'C', 'G', 'C']"
1915,1915,80,4/4,acoustic_piano,newage,cmajor,22,30,standard,8,commu00619.mid,main_melody,"['G', 'G', 'G', 'C', 'G', 'C', 'G', 'C']"
1916,1916,80,4/4,acoustic_piano,newage,cmajor,22,30,standard,8,commu00619.mid,main_melody,"['Gm', 'C', 'Gm', 'C', 'Gm', 'C', 'Gm', 'C']"
1917,1917,80,4/4,acoustic_piano,newage,cmajor,21,30,standard,8,commu00620.mid,accompaniment,"['C', 'Em', 'F', 'C', 'C', 'Em', 'F', 'G']"
1920,1920,70,4/4,acoustic_piano,newage,aminor,22,30,standard,8,commu00621.mid,main_melody,"['Am', 'Em', 'F', 'Em', 'Am', 'Em', 'F', 'E']"
1922,1922,70,4/4,acoustic_piano,newage,aminor,22,30,standard,8,commu00621.mid,main_melody,"['C', 'Em', 'F', 'Em', 'Am', 'Em', 'F', 'E']"
1924,1924,110,4/4,string_ensemble,cinematic,aminor,111,112,standard,8,commu00622.mid,riff,"['Am', 'D', 'Am', 'D', 'Am', 'D', 'E', 'E']"
1925,1925,120,4/4,string_ensemble,cinematic,aminor,76,76,standard,4,commu00623_0_sample0.mid,bass,"['Bm', 'D', 'A', 'A']"
1926,1926,80,4/4,acoustic_piano,newage,cmajor,22,30,standard,4,commu00624_0_sample0.mid,accompaniment,"['C', 'F', 'C', 'F']"
1927,1927,70,4/4,acoustic_piano,newage,cmajor,21,24,standard,8,commu00625.mid,accompaniment,"['Am', 'Em', 'F', 'Em', 'Am', 'Em', 'F', 'E']"
1928,1928,150,4/4,string_ensemble,cinematic,aminor,64,68,standard,7,commu00626.mid,main_melody,"['F', 'Am', 'A#', 'A#', 'C', 'C', 'G', 'G']"
1933,1933,150,4/4,string_ensemble,cinematic,aminor,64,68,standard,7,commu00626.mid,main_melody,"['Dm', 'Am', 'A#', 'A#', 'C', 'C', 'G', 'G']"
1934,1934,150,4/4,string_ensemble,cinematic,aminor,64,68,standard,7,commu00626.mid,main_melody,"['Am', 'F', 'F', 'F', 'C', 'C', 'G', 'G']"
1935,1935,150,4/4,string_ensemble,cinematic,aminor,64,68,standard,7,commu00626.mid,main_melody,"['Am', 'C', 'F', 'G', 'Am', 'C', 'G', 'G']"
1936,1936,65,4/4,acoustic_piano,newage,cmajor,23,29,standard,4,commu00627.mid,accompaniment,"['F', 'Em', 'Dm', 'C']"
1937,1937,60,4/4,string_ensemble,cinematic,aminor,21,22,standard,4,commu00628.mid,pad,"['Am', 'C', 'Am', 'F']"
1938,1938,120,4/4,string_ensemble,cinematic,aminor,121,124,standard,4,commu00629_0_sample0.mid,riff,"['Am', 'F', 'C', 'G']"
1939,1939,60,4/4,acoustic_piano,cinematic,aminor,53,54,standard,4,commu00630.mid,riff,"['Am', 'Dm', 'E', 'Am']"
1940,1940,100,4/4,string_ensemble,cinematic,aminor,91,92,standard,8,commu00631.mid,pad,"['D', 'C', 'D', 'Am', 'F', 'G', 'D', 'Am']"
1942,1942,150,4/4,brass_ensemble,cinematic,aminor,47,78,standard,8,commu00632.mid,sub_melody,"['Am', 'F', 'G', 'G', 'Am', 'Am', 'Bm', 'B']"
1945,1945,150,4/4,brass_ensemble,cinematic,aminor,47,78,standard,8,commu00632.mid,sub_melody,"['C', 'Am', 'G', 'G', 'F', 'F', 'E', 'E']"
1946,1946,150,4/4,brass_ensemble,cinematic,aminor,47,78,standard,8,commu00632.mid,sub_melody,"['Am', 'C', 'G', 'G', 'Am', 'Am', 'Bm', 'B']"
1948,1948,80,4/4,acoustic_piano,newage,cmajor,21,30,standard,4,commu00633_0_sample0.mid,accompaniment,"['G', 'C', 'Em', 'C']"
1949,1949,35,4/4,acoustic_piano,newage,cmajor,23,30,standard,4,commu00634.mid,main_melody,"['Am', 'C', 'C', 'Dm']"
1950,1950,35,4/4,acoustic_piano,newage,cmajor,23,30,standard,4,commu00634.mid,main_melody,"['Dm', 'C', 'C', 'A#']"
1951,1951,35,4/4,acoustic_piano,newage,cmajor,23,30,standard,4,commu00634.mid,main_melody,"['C', 'C', 'C', 'A#']"
1952,1952,35,4/4,acoustic_piano,newage,cmajor,23,30,standard,4,commu00634.mid,main_melody,"['Am', 'Em', 'C', 'F']"
1953,1953,35,4/4,acoustic_piano,newage,cmajor,23,30,standard,4,commu00634.mid,main_melody,"['F', 'Am', 'Em', 'A#']"
1954,1954,35,4/4,acoustic_piano,newage,cmajor,23,30,standard,4,commu00634.mid,main_melody,"['C', 'F', 'C', 'A#']"
1956,1956,35,4/4,acoustic_piano,newage,cmajor,23,30,standard,4,commu00634.mid,main_melody,"['F', 'C', 'Dm', 'A#']"
1958,1958,120,4/4,string_ensemble,cinematic,cmajor,111,112,standard,8,commu00635.mid,main_melody,"['Em', 'C', 'F', 'G', 'Am', 'C', 'F', 'G']"
1959,1959,120,4/4,string_ensemble,cinematic,cmajor,111,112,standard,8,commu00635.mid,main_melody,"['Am', 'C', 'F', 'G', 'Am', 'C', 'F', 'G']"
1960,1960,120,4/4,string_ensemble,cinematic,cmajor,111,112,standard,8,commu00635.mid,main_melody,"['C', 'C', 'F', 'G', 'Am', 'C', 'F', 'G']"
1961,1961,120,4/4,string_ensemble,cinematic,cmajor,111,112,standard,8,commu00635.mid,main_melody,"['Am', 'G', 'F', 'G', 'Am', 'C', 'F', 'G']"
1962,1962,80,4/4,acoustic_piano,newage,cmajor,22,30,standard,8,commu00636.mid,main_melody,"['C', 'Am', 'F', 'C', 'C', 'Am', 'F', 'G']"
1964,1964,80,4/4,acoustic_piano,newage,cmajor,22,30,standard,8,commu00636.mid,main_melody,"['Am', 'D', 'Dm', 'G', 'C', 'C', 'F', 'G']"
1965,1965,80,4/4,acoustic_piano,newage,cmajor,22,30,standard,8,commu00636.mid,main_melody,"['C', 'C', 'F', 'G', 'Am', 'Em', 'C', 'G']"
1966,1966,80,4/4,acoustic_piano,newage,cmajor,22,30,standard,8,commu00636.mid,main_melody,"['Am', 'C', 'F', 'G', 'Am', 'Em', 'C', 'G']"
1967,1967,150,4/4,string_ensemble,cinematic,aminor,127,127,standard,7,commu00637.mid,bass,"['E', 'Am', 'D', 'G', 'C', 'Em', 'Bm', 'C']"
1973,1973,110,4/4,string_ensemble,cinematic,cmajor,94,100,standard,8,commu00638.mid,main_melody,"['F', 'C', 'F', 'C', 'F', 'C', 'C#', 'C']"
1974,1974,150,4/4,string_ensemble,cinematic,aminor,121,126,standard,8,commu00639.mid,riff,"['C', 'C', 'F', 'F', 'C', 'C', 'Em', 'E']"
1975,1975,120,4/4,acoustic_piano,cinematic,cmajor,91,91,standard,4,commu00640_0_sample0.mid,pad,"['Em', 'G', 'C', 'D']"
1976,1976,110,4/4,acoustic_piano,cinematic,cmajor,83,96,triplet,8,commu00641.mid,accompaniment,"['Gm', 'C', 'Gm', 'C', 'Gm', 'C', 'D', 'D']"
1977,1977,100,4/4,string_ensemble,cinematic,aminor,91,92,standard,8,commu00642.mid,bass,"['Am', 'Em', 'Am', 'Em', 'C', 'G', 'Am', 'Em']"
1978,1978,150,4/4,string_violin,cinematic,aminor,121,122,standard,8,commu00643.mid,riff,"['Am', 'Am', 'E', 'E', 'F', 'F', 'E', 'E']"
1979,1979,120,4/4,string_ensemble,cinematic,cmajor,109,110,standard,8,commu00644.mid,main_melody,"['Am', 'F', 'C', 'G', 'Am', 'F', 'C', 'G', 'G', 'Em', 'F#m', 'Bm']"
1981,1981,120,4/4,string_ensemble,cinematic,cmajor,109,110,standard,8,commu00644.mid,main_melody,"['Em', 'F', 'C', 'G', 'Am', 'F', 'C', 'G', 'G', 'Em', 'F#m', 'Bm']"
1982,1982,120,4/4,string_ensemble,cinematic,cmajor,109,110,standard,8,commu00644.mid,main_melody,"['C', 'F', 'Am', 'G', 'C', 'F', 'Am', 'G', 'G', 'Em', 'F#m', 'Bm']"
1983,1983,120,4/4,string_ensemble,cinematic,cmajor,109,110,standard,8,commu00644.mid,main_melody,"['Am', 'Em', 'C', 'G', 'Am', 'F', 'C', 'G', 'G', 'Em', 'F#m', 'Bm']"
1984,1984,120,4/4,string_ensemble,cinematic,cmajor,109,110,standard,8,commu00644.mid,main_melody,"['Dm', 'F', 'C', 'G', 'Am', 'F', 'C', 'G', 'G', 'Em', 'F#m', 'Bm']"
1985,1985,120,4/4,string_ensemble,cinematic,aminor,121,126,standard,4,commu00645_0_sample0.mid,riff,"['Em', 'C', 'G', 'D']"
1986,1986,150,4/4,string_violin,cinematic,aminor,124,127,standard,8,commu00646.mid,riff,"['Am', 'Am', 'G', 'G', 'F', 'F', 'E', 'E']"
1987,1987,80,4/4,acoustic_piano,newage,cmajor,21,22,standard,4,commu00647.mid,main_melody,"['C', 'C', 'Am', 'F']"
1988,1988,80,4/4,acoustic_piano,newage,cmajor,21,22,standard,4,commu00647.mid,main_melody,"['C', 'C', 'C', 'C']"
1989,1989,80,4/4,acoustic_piano,newage,cmajor,21,22,standard,4,commu00647.mid,main_melody,"['F', 'C', 'C', 'F']"
1990,1990,80,4/4,acoustic_piano,newage,cmajor,21,22,standard,4,commu00647.mid,main_melody,"['Am', 'F', 'C', 'F']"
1991,1991,80,4/4,acoustic_piano,newage,cmajor,21,22,standard,4,commu00647.mid,main_melody,"['C', 'F', 'C', 'F']"
1992,1992,80,4/4,acoustic_piano,newage,cmajor,21,22,standard,4,commu00647.mid,main_melody,"['F', 'C', 'F', 'C']"
1993,1993,45,4/4,acoustic_piano,newage,cmajor,25,30,standard,8,commu00648.mid,pad,"['G', 'C', 'G', 'C', 'Em', 'D', 'C', 'C']"
1994,1994,110,4/4,string_ensemble,cinematic,aminor,113,122,triplet,8,commu00649.mid,accompaniment,"['D', 'Am', 'D', 'Am', 'Em', 'C', 'G', 'A']"
1995,1995,60,4/4,string_ensemble,cinematic,aminor,21,26,standard,4,commu00650.mid,pad,"['Am', 'Em', 'F', 'E']"
1996,1996,150,4/4,string_ensemble,cinematic,aminor,127,127,standard,7,commu00651.mid,pad,"['Am', 'E', 'E', 'F', 'F', 'E', 'E', 'E']"
1997,1997,35,4/4,acoustic_piano,newage,cmajor,24,30,standard,4,commu00652.mid,main_melody,"['C', 'C', 'Am', 'F']"
1998,1998,35,4/4,acoustic_piano,newage,cmajor,24,30,standard,4,commu00652.mid,main_melody,"['C', 'C', 'F', 'F']"
1999,1999,35,4/4,acoustic_piano,newage,cmajor,24,30,standard,4,commu00652.mid,main_melody,"['Am', 'C', 'F', 'F']"
2000,2000,35,4/4,acoustic_piano,newage,cmajor,24,30,standard,4,commu00652.mid,main_melody,"['Am', 'G', 'F', 'F']"
2001,2001,35,4/4,acoustic_piano,newage,cmajor,24,30,standard,4,commu00652.mid,main_melody,"['C', 'Am', 'F', 'F']"
2002,2002,80,4/4,acoustic_piano,newage,cmajor,21,30,standard,4,commu00653_0_sample0.mid,accompaniment,"['C', 'Am', 'F', 'G']"
2003,2003,45,4/4,acoustic_piano,newage,cmajor,21,22,standard,8,commu00654.mid,main_melody,"['Am', 'C', 'G', 'C', 'Em', 'D', 'C', 'C']"
2004,2004,45,4/4,acoustic_piano,newage,cmajor,21,22,standard,8,commu00654.mid,main_melody,"['G', 'C', 'G', 'C', 'Em', 'D', 'C', 'C']"
2005,2005,45,4/4,acoustic_piano,newage,cmajor,21,22,standard,8,commu00654.mid,main_melody,"['Dm', 'C', 'G', 'C', 'Em', 'D', 'C', 'C']"
2006,2006,45,4/4,acoustic_piano,newage,cmajor,21,22,standard,8,commu00654.mid,main_melody,"['Am', 'G', 'G', 'C', 'Em', 'D', 'C', 'C']"
2007,2007,60,4/4,acoustic_piano,cinematic,aminor,51,52,standard,4,commu00655.mid,riff,"['Am', 'Em', 'F', 'E']"
2008,2008,110,4/4,string_ensemble,cinematic,aminor,113,122,standard,8,commu00656.mid,riff,"['Am', 'E', 'Am', 'E', 'Am', 'E', 'F', 'E']"
2009,2009,150,4/4,string_ensemble,cinematic,aminor,111,122,standard,8,commu00657.mid,accompaniment,"['Am', 'Am', 'F', 'F', 'E', 'E', 'E', 'E']"
2010,2010,35,4/4,acoustic_piano,newage,cmajor,23,30,standard,4,commu00658.mid,main_melody,"['C', 'C', 'F', 'C']"
2011,2011,35,4/4,acoustic_piano,newage,cmajor,23,30,standard,4,commu00658.mid,main_melody,"['C', 'C', 'Am', 'G']"
2012,2012,35,4/4,acoustic_piano,newage,cmajor,23,30,standard,4,commu00658.mid,main_melody,"['Am', 'G', 'F', 'C']"
2013,2013,35,4/4,acoustic_piano,newage,cmajor,23,30,standard,4,commu00658.mid,main_melody,"['Am', 'C', 'F', 'G']"
2014,2014,35,4/4,acoustic_piano,newage,cmajor,23,30,standard,4,commu00658.mid,main_melody,"['C', 'Am', 'F', 'C']"
2015,2015,80,4/4,acoustic_piano,newage,cmajor,21,30,standard,8,commu00659.mid,accompaniment,"['G', 'C', 'G', 'C', 'Em', 'Am', 'C', 'D']"
2016,2016,110,4/4,string_violin,cinematic,cmajor,114,122,standard,8,commu00660.mid,riff,"['Gm', 'C', 'Gm', 'C', 'Gm', 'C', 'D', 'D']"
2017,2017,120,4/4,string_ensemble,cinematic,cmajor,121,122,standard,4,commu00661_0_sample0.mid,riff,"['Am', 'F', 'C', 'G']"
2018,2018,150,4/4,string_ensemble,cinematic,aminor,127,127,standard,7,commu00662.mid,pad,"['Am', 'F', 'E', 'Dm', 'F', 'A#', 'G', 'G']"
2020,2020,120,4/4,brass_ensemble,cinematic,aminor,72,92,standard,4,commu00663.mid,sub_melody,"['Em', 'Am', 'Em', 'F']"
2021,2021,120,4/4,brass_ensemble,cinematic,aminor,72,92,standard,4,commu00663.mid,sub_melody,"['D', 'A', 'Bm', 'A']"
2022,2022,120,4/4,brass_ensemble,cinematic,aminor,72,92,standard,4,commu00663.mid,sub_melody,"['Dm', 'Am', 'A#', 'Am']"
2023,2023,120,4/4,brass_ensemble,cinematic,aminor,72,92,standard,4,commu00663.mid,sub_melody,"['Am', 'Em', 'F', 'F']"
2024,2024,120,4/4,brass_ensemble,cinematic,aminor,72,92,standard,4,commu00663.mid,sub_melody,"['C', 'Em', 'Em', 'F']"
2025,2025,120,4/4,brass_ensemble,cinematic,aminor,72,92,standard,4,commu00663.mid,sub_melody,"['D', 'Am', 'Em', 'F']"
2026,2026,120,4/4,brass_ensemble,cinematic,aminor,72,92,standard,4,commu00663.mid,sub_melody,"['Em', 'Em', 'Em', 'A']"
2027,2027,120,4/4,brass_ensemble,cinematic,aminor,72,92,standard,4,commu00663.mid,sub_melody,"['Bm', 'Em', 'Bm', 'A']"
