,Unnamed: 0.1,bpm,time_signature,instrument,genre,key,min_vel,max_vel,rhythm,num_measures,file_name,track_role,chord_progression,beat_type
6855,10283.0,80,4/4,acoustic_piano,cinematic,cmajor,37,79,standard,8,commu02971.mid,sub_melody,"['F', 'Am', 'Em', 'F', 'F', 'Am', 'Em', 'F']",
6856,10284.0,80,4/4,acoustic_piano,cinematic,cmajor,37,79,standard,8,commu02971.mid,sub_melody,"['C', 'Em', 'Am', 'Em', 'C', 'F', 'Am', 'F']",
6857,10285.0,80,4/4,acoustic_piano,cinematic,cmajor,37,79,standard,8,commu02971.mid,sub_melody,"['Am', 'Em', 'F', 'F', 'Am', 'Em', 'F', 'C']",
6858,10286.0,80,4/4,acoustic_piano,cinematic,cmajor,37,79,standard,8,commu02971.mid,sub_melody,"['Gm', 'Dm', 'F', 'C', 'C', 'Am', 'Bm', 'C']",
6859,10287.0,80,4/4,acoustic_piano,cinematic,cmajor,37,79,standard,8,commu02971.mid,sub_melody,"['Bm', 'G', 'E', 'Em', 'D', 'D', 'C', 'C']",
6860,10288.0,80,4/4,acoustic_piano,cinematic,cmajor,37,79,standard,8,commu02971.mid,sub_melody,"['Em', 'Bm', 'C', 'C', 'Em', 'Bm', 'C', 'C']",
6861,10289.0,80,4/4,acoustic_piano,cinematic,cmajor,37,79,standard,8,commu02971.mid,sub_melody,"['B', 'B', 'B', 'B', 'B', 'B', 'A#', 'A#']",
6862,10290.0,80,4/4,acoustic_piano,cinematic,cmajor,37,79,standard,8,commu02971.mid,sub_melody,"['G', 'Am', 'Am', 'G', 'G', 'Em', 'G', 'C']",
6863,10291.0,80,4/4,acoustic_piano,cinematic,cmajor,37,79,standard,8,commu02971.mid,sub_melody,"['C', 'F', 'Am', 'Am', 'Em', 'F', 'Em', 'F']",
6864,10292.0,120,4/4,string_ensemble,cinematic,cmajor,60,80,standard,7,commu02972.mid,sub_melody,"['C', 'F', 'G', 'Am', 'Em', 'F', 'Em', 'Am']",
6865,10294.0,120,4/4,string_ensemble,cinematic,cmajor,60,80,standard,7,commu02972.mid,sub_melody,"['C', 'G', 'C', 'Bm', 'C', 'Bm', 'C', 'Bm']",
6866,10297.0,120,4/4,string_ensemble,cinematic,cmajor,60,80,standard,7,commu02972.mid,sub_melody,"['A', 'Dm', 'G', 'Gm', 'C', 'F', 'C', 'F']",
6867,10298.0,120,4/4,string_ensemble,cinematic,cmajor,60,80,standard,7,commu02972.mid,sub_melody,"['F', 'C', 'C', 'Am', 'G', 'C', 'C', 'F']",
6868,10300.0,45,4/4,acoustic_piano,newage,cmajor,23,27,standard,4,commu02973.mid,main_melody,"['C', 'G', 'G', 'F']",
6869,10301.0,45,4/4,acoustic_piano,newage,cmajor,23,27,standard,4,commu02973.mid,main_melody,"['Am', 'Em', 'G', 'F']",
6870,10302.0,45,4/4,acoustic_piano,newage,cmajor,23,27,standard,4,commu02973.mid,main_melody,"['C', 'Em', 'Em', 'F']",
6871,10303.0,45,4/4,acoustic_piano,newage,cmajor,23,27,standard,4,commu02973.mid,main_melody,"['Am', 'G', 'G', 'F']",
6872,10304.0,45,4/4,acoustic_piano,newage,cmajor,23,27,standard,4,commu02973.mid,main_melody,"['C', 'G', 'Em', 'F']",
6873,10305.0,90,4/4,string_ensemble,cinematic,cmajor,70,118,standard,8,commu02974.mid,accompaniment,"['C', 'D', 'Em', 'G', 'C', 'D', 'Em', 'Bm']",
6874,10306.0,60,4/4,harp,cinematic,aminor,38,91,standard,8,commu02975.mid,sub_melody,"['F', 'Am', 'Em', 'F', 'F', 'Am', 'Em', 'F']",
6875,10307.0,60,4/4,harp,cinematic,aminor,38,91,standard,8,commu02975.mid,sub_melody,"['B', 'B', 'B', 'B', 'B', 'B', 'A', 'A']",
6876,10308.0,60,4/4,harp,cinematic,aminor,38,91,standard,8,commu02975.mid,sub_melody,"['G', 'Am', 'Am', 'G', 'G', 'Em', 'Bm', 'C']",
6877,10309.0,60,4/4,harp,cinematic,aminor,38,91,standard,8,commu02975.mid,sub_melody,"['Am', 'Em', 'F', 'F', 'Am', 'Em', 'F', 'Em']",
6878,10310.0,60,4/4,harp,cinematic,aminor,38,91,standard,8,commu02975.mid,sub_melody,"['Gm', 'Dm', 'F', 'C', 'C', 'Am', 'Bm', 'Em']",
6879,10311.0,60,4/4,harp,cinematic,aminor,38,91,standard,8,commu02975.mid,sub_melody,"['Bm', 'G', 'E', 'Em', 'D', 'D', 'C', 'Em']",
6880,10312.0,60,4/4,harp,cinematic,aminor,38,91,standard,8,commu02975.mid,sub_melody,"['C', 'Em', 'Am', 'Em', 'C', 'F', 'Am', 'Em']",
6881,10313.0,60,4/4,harp,cinematic,aminor,38,91,standard,8,commu02975.mid,sub_melody,"['C', 'F', 'Am', 'Am', 'Em', 'F', 'Em', 'F']",
6882,10314.0,60,4/4,harp,cinematic,aminor,38,91,standard,8,commu02975.mid,sub_melody,"['Em', 'Bm', 'C', 'C', 'Em', 'Bm', 'C', 'Bm']",
6883,10320.0,120,4/4,string_ensemble,cinematic,aminor,69,70,standard,8,commu02976.mid,main_melody,"['Am', 'D', 'E', 'E', 'Am', 'F', 'Dm', 'E']",
6884,10321.0,45,4/4,acoustic_piano,newage,cmajor,22,28,standard,4,commu02977.mid,accompaniment,"['C', 'G', 'Em', 'F']",
6885,10323.0,90,4/4,string_ensemble,cinematic,aminor,93,113,standard,8,commu02978.mid,main_melody,"['E', 'Am', 'E', 'Am', 'E', 'Am', 'E', 'Am']",
6886,10324.0,90,4/4,string_ensemble,cinematic,aminor,93,113,standard,8,commu02978.mid,main_melody,"['G#m', 'Am', 'B', 'C', 'G#m', 'Am', 'B', 'C']",
6887,10326.0,90,4/4,string_ensemble,cinematic,aminor,93,113,standard,8,commu02978.mid,main_melody,"['C', 'F', 'B', 'C', 'G#m', 'Am', 'B', 'C']",
6888,10335.0,80,4/4,acoustic_piano,cinematic,cmajor,32,46,standard,4,commu02980.mid,main_melody,"['F', 'Am', 'Em', 'F']",
6889,10336.0,80,4/4,acoustic_piano,cinematic,cmajor,32,46,standard,4,commu02980.mid,main_melody,"['Am', 'C', 'G', 'C']",
6890,10337.0,80,4/4,acoustic_piano,cinematic,cmajor,32,46,standard,4,commu02980.mid,main_melody,"['Am', 'G', 'Dm', 'C']",
6891,10338.0,80,4/4,acoustic_piano,cinematic,cmajor,32,46,standard,4,commu02980.mid,main_melody,"['F', 'C', 'Dm', 'C']",
6892,10339.0,80,4/4,acoustic_piano,cinematic,cmajor,32,46,standard,4,commu02980.mid,main_melody,"['Am', 'F', 'Dm', 'C']",
6893,10340.0,80,4/4,acoustic_piano,cinematic,aminor,52,52,standard,4,commu02981.mid,pad,"['C', 'F', 'C', 'F']",
6894,10341.0,120,4/4,string_ensemble,cinematic,aminor,101,102,standard,8,commu02982.mid,pad,"['Am', 'E', 'E', 'Am', 'A', 'Dm', 'E', 'Am']",
6895,10342.0,120,4/4,brass_ensemble,cinematic,cmajor,118,118,standard,4,commu02983.mid,bass,"['Gm', 'Gm', 'Gm', 'Gm']",
6896,10343.0,45,4/4,string_cello,newage,aminor,45,66,standard,4,commu02984.mid,sub_melody,"['G', 'Am', 'C', 'F']",
6897,10344.0,45,4/4,string_cello,newage,aminor,45,66,standard,4,commu02984.mid,sub_melody,"['G', 'Em', 'C', 'Am']",
6898,10345.0,45,4/4,string_cello,newage,aminor,45,66,standard,4,commu02984.mid,sub_melody,"['G', 'Em', 'Am', 'Am']",
6899,10346.0,45,4/4,string_cello,newage,aminor,45,66,standard,4,commu02984.mid,sub_melody,"['G', 'Am', 'Am', 'Am']",
6900,10348.0,45,4/4,acoustic_piano,newage,cmajor,23,30,standard,4,commu02985.mid,main_melody,"['G', 'Em', 'C', 'Am']",
6901,10349.0,45,4/4,acoustic_piano,newage,cmajor,23,30,standard,4,commu02985.mid,main_melody,"['G', 'Em', 'Am', 'Am']",
6902,10350.0,45,4/4,acoustic_piano,newage,cmajor,23,30,standard,4,commu02985.mid,main_melody,"['G', 'C', 'C', 'Am']",
6903,10354.0,120,4/4,string_ensemble,cinematic,aminor,57,99,triplet,8,commu02986.mid,main_melody,"['Dm', 'Am', 'A#', 'Am', 'A#', 'Am', 'A#', 'Am']",
6904,10355.0,45,4/4,acoustic_piano,newage,cmajor,22,28,standard,4,commu02987.mid,accompaniment,"['C', 'G', 'Em', 'F']",
6905,10356.0,45,4/4,acoustic_piano,newage,cmajor,21,28,standard,4,commu02988.mid,accompaniment,"['C', 'G', 'Em', 'F']",
6906,10357.0,60,4/4,acoustic_piano,cinematic,cmajor,31,62,standard,8,commu02989.mid,accompaniment,"['F', 'A#', 'C', 'F', 'Dm', 'G', 'Em', 'Em']",
6907,10360.0,80,4/4,string_ensemble,cinematic,aminor,63,64,standard,8,commu02990.mid,main_melody,"['Am', 'Em', 'F', 'Em', 'F', 'Em', 'F', 'Em']",
6908,10362.0,80,4/4,string_ensemble,cinematic,aminor,63,64,standard,8,commu02990.mid,main_melody,"['Am', 'G', 'F', 'C', 'Dm', 'C', 'F', 'C']",
6909,10363.0,80,4/4,string_ensemble,cinematic,aminor,63,64,standard,8,commu02990.mid,main_melody,"['C', 'F', 'Am', 'Em', 'F', 'C', 'Dm', 'C']",
6910,10365.0,80,4/4,string_ensemble,cinematic,aminor,63,64,standard,8,commu02990.mid,main_melody,"['C', 'Em', 'Am', 'Em', 'F', 'C', 'Dm', 'C']",
6911,10374.0,120,4/4,string_ensemble,cinematic,aminor,57,83,triplet,8,commu02992.mid,riff,"['Dm', 'Dm', 'Am', 'Am', 'C', 'C', 'A', 'A']",
6912,10375.0,45,4/4,string_cello,newage,cmajor,71,72,standard,4,commu02993.mid,sub_melody,"['C', 'G', 'C', 'F']",
6913,10376.0,45,4/4,string_cello,newage,cmajor,71,72,standard,4,commu02993.mid,sub_melody,"['Am', 'Em', 'C', 'F']",
6914,10377.0,45,4/4,string_cello,newage,cmajor,71,72,standard,4,commu02993.mid,sub_melody,"['Em', 'F', 'C', 'F']",
6915,10378.0,45,4/4,string_cello,newage,cmajor,71,72,standard,4,commu02993.mid,sub_melody,"['Am', 'G', 'C', 'F']",
6916,10379.0,45,4/4,string_cello,newage,cmajor,71,72,standard,4,commu02993.mid,sub_melody,"['C', 'G', 'Em', 'F']",
6917,10380.0,45,4/4,string_cello,newage,cmajor,71,72,standard,4,commu02993.mid,sub_melody,"['C', 'Em', 'Am', 'F']",
6918,10381.0,45,4/4,synth_pad,newage,cmajor,81,82,standard,4,commu02994.mid,pad,"['C', 'G', 'Em', 'F']",
6919,10385.0,120,4/4,brass_ensemble,cinematic,aminor,107,108,standard,8,commu02995.mid,main_melody,"['Am', 'D', 'Dm', 'G', 'C', 'C', 'F', 'G']",
6920,10388.0,120,4/4,brass_ensemble,cinematic,aminor,107,108,standard,8,commu02995.mid,main_melody,"['Am', 'C', 'F', 'G', 'Am', 'C', 'F', 'G']",
6921,10389.0,80,4/4,string_ensemble,cinematic,cmajor,72,120,triplet,8,commu02996.mid,riff,"['Em', 'Fm', 'G', 'G#', 'Em', 'Fm', 'G', 'G#']",
6922,10390.0,65,4/4,acoustic_piano,newage,aminor,54,61,standard,4,commu02997.mid,main_melody,"['C', 'Dm', 'Am', 'A#']",
6923,10391.0,65,4/4,acoustic_piano,newage,aminor,54,61,standard,4,commu02997.mid,main_melody,"['Am', 'D', 'Dm', 'G']",
6924,10392.0,65,4/4,acoustic_piano,newage,aminor,54,61,standard,4,commu02997.mid,main_melody,"['Gm', 'Dm', 'C', 'Dm']",
6925,10393.0,65,4/4,acoustic_piano,newage,aminor,54,61,standard,4,commu02997.mid,main_melody,"['C', 'F', 'Am', 'G']",
6926,10394.0,65,4/4,acoustic_piano,newage,aminor,54,61,standard,4,commu02997.mid,main_melody,"['C', 'D', 'Am', 'G']",
6927,10395.0,65,4/4,acoustic_piano,newage,aminor,54,61,standard,4,commu02997.mid,main_melody,"['Am', 'D', 'Am', 'D']",
6928,10396.0,120,4/4,horn,cinematic,cmajor,101,102,standard,8,commu02998.mid,pad,"['Cm', 'G', 'G', 'C', 'Em', 'Fm', 'G', 'C']",
6929,10397.0,90,4/4,string_cello,cinematic,aminor,65,75,standard,8,commu02999.mid,sub_melody,"['Am', 'Em', 'F', 'Em', 'Am', 'G', 'F', 'F']",
6930,10401.0,90,4/4,string_cello,cinematic,aminor,65,75,standard,8,commu02999.mid,sub_melody,"['Am', 'G', 'F', 'C', 'F', 'C', 'Am', 'A#']",
6931,10405.0,65,6/8,flute,cinematic,aminor,41,60,standard,9,commu03000.mid,main_melody,"['Am', 'G', 'C', 'F', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am']",
6932,10409.0,90,4/4,string_ensemble,cinematic,aminor,69,122,standard,8,commu03001.mid,accompaniment,"['Am', 'C', 'F', 'Am', 'F', 'Dm', 'Am', 'A#']",
6933,10410.0,90,4/4,string_ensemble,cinematic,cmajor,72,122,standard,8,commu03002.mid,riff,"['Gm', 'Gm', 'D#', 'Gm', 'Gm', 'Cm', 'Gm', 'G#']",
6934,10411.0,80,4/4,acoustic_piano,cinematic,cmajor,31,50,standard,8,commu03003.mid,accompaniment,"['Dm', 'Em', 'F', 'C', 'Am', 'F', 'D', 'C']",
6935,10421.0,90,4/4,string_ensemble,cinematic,aminor,74,85,standard,8,commu03005.mid,main_melody,"['Am', 'G', 'F', 'C', 'F', 'C', 'Am', 'C']",
6936,10422.0,90,4/4,string_ensemble,cinematic,aminor,74,85,standard,8,commu03005.mid,main_melody,"['Am', 'C', 'F', 'C', 'Am', 'Em', 'F', 'F']",
6937,10423.0,90,4/4,string_ensemble,cinematic,aminor,74,85,standard,8,commu03005.mid,main_melody,"['Em', 'F', 'Em', 'F', 'Em', 'F', 'Em', 'F']",
6938,10424.0,90,4/4,string_ensemble,cinematic,aminor,74,85,standard,8,commu03005.mid,main_melody,"['Am', 'F', 'Am', 'C', 'F', 'G', 'Am', 'Em']",
6939,10425.0,90,4/4,string_ensemble,cinematic,aminor,74,85,standard,8,commu03005.mid,main_melody,"['Am', 'G', 'Am', 'C', 'F', 'G', 'Am', 'Em']",
6940,10426.0,90,4/4,string_ensemble,cinematic,aminor,74,85,standard,8,commu03005.mid,main_melody,"['F', 'C', 'Am', 'C', 'F', 'G', 'Am', 'Em']",
6941,10427.0,45,4/4,acoustic_piano,newage,aminor,22,30,standard,4,commu03006.mid,main_melody,"['G', 'G', 'Am', 'C']",
6942,10428.0,45,4/4,acoustic_piano,newage,aminor,22,30,standard,4,commu03006.mid,main_melody,"['Em', 'Bm', 'Am', 'Am']",
6943,10429.0,45,4/4,acoustic_piano,newage,aminor,22,30,standard,4,commu03006.mid,main_melody,"['G', 'Bm', 'Em', 'C']",
6944,10430.0,45,4/4,acoustic_piano,newage,aminor,22,30,standard,4,commu03006.mid,main_melody,"['Em', 'Bm', 'C', 'C']",
6945,10431.0,45,4/4,acoustic_piano,newage,aminor,22,30,standard,4,commu03006.mid,main_melody,"['G', 'Bm', 'Am', 'C']",
6946,10432.0,45,4/4,acoustic_piano,newage,aminor,22,30,standard,4,commu03006.mid,main_melody,"['Em', 'Dm', 'Em', 'Am']",
6947,10433.0,45,4/4,acoustic_piano,newage,aminor,22,30,standard,4,commu03006.mid,main_melody,"['Em', 'Dm', 'Am', 'Am']",
6948,10434.0,85,4/4,electric_guitar_distortion-3,cinematic,aminor,109,113,standard,8,commu03007.mid,pad,"['Em', 'Em', 'C', 'Em', 'F#', 'Am', 'Em', 'F']",
6949,10444.0,120,4/4,horn,cinematic,aminor,73,80,standard,7,commu03009.mid,sub_melody,"['Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am']",
6950,10449.0,120,4/4,horn,cinematic,aminor,73,80,standard,7,commu03009.mid,sub_melody,"['Dm', 'Am', 'A#', 'C', 'Dm', 'Am', 'F', 'A#']",
6951,10450.0,80,4/4,harp,cinematic,aminor,38,56,standard,8,commu03010.mid,accompaniment,"['Dm', 'Em', 'F', 'C', 'Am', 'F', 'Am', 'G']",
6952,10451.0,65,6/8,string_ensemble,cinematic,aminor,97,100,triplet,8,commu03011.mid,accompaniment,"['C', 'F', 'F', 'C', 'Am', 'Am', 'Am', 'Am']",
6953,10464.0,120,4/4,brass_ensemble,cinematic,cmajor,113,120,standard,8,commu03013.mid,main_melody,"['C', 'G', 'G', 'C', 'Am', 'F', 'C', 'F']",
6954,10467.0,120,4/4,string_ensemble,cinematic,aminor,101,102,standard,8,commu03014.mid,pad,"['Am', 'E', 'E', 'Am', 'A', 'Dm', 'E', 'Am']",
6955,10468.0,80,4/4,string_ensemble,cinematic,aminor,63,111,standard,8,commu03015.mid,accompaniment,"['A', 'G', 'F', 'Em', 'B', 'Bm', 'Am', 'A#']",
6956,10469.0,80,4/4,synth_pad-5,cinematic,cmajor,23,28,standard,4,commu03016.mid,pad,"['Gm', 'G', 'G', 'G']",
6957,10473.0,90,4/4,string_ensemble,cinematic,cmajor,76,94,standard,8,commu03017.mid,main_melody,"['Am', 'Em', 'F', 'Em', 'F', 'Em', 'Am', 'F']",
6958,10476.0,90,4/4,string_ensemble,cinematic,cmajor,76,94,standard,8,commu03017.mid,main_melody,"['F', 'C', 'Dm', 'Am', 'A#', 'Am', 'A#', 'F']",
6959,10478.0,120,4/4,horn-4,cinematic,cmajor,91,92,standard,8,commu03018.mid,sub_melody,"['C', 'Am', 'Em', 'F', 'F', 'Am', 'Em', 'G']",
6960,10485.0,85,4/4,electric_guitar_distortion-3,cinematic,aminor,109,110,triplet,8,commu03019.mid,riff,"['Em', 'Em', 'C', 'Em', 'F#', 'Am', 'Em', 'F']",
6961,10486.0,45,4/4,acoustic_piano,newage,cmajor,22,28,standard,4,commu03020.mid,accompaniment,"['C', 'G', 'Em', 'F']",
6962,10487.0,120,4/4,trombone,cinematic,aminor,101,102,standard,8,commu03021.mid,pad,"['Am', 'F', 'Dm', 'Em', 'Am', 'F', 'Dm', 'E']",
6963,10488.0,120,4/4,horn-4,cinematic,cmajor,43,44,standard,7,commu03022.mid,pad,"['Am', 'F', 'C', 'C', 'G', 'Bm', 'E', 'A']",
6964,10489.0,85,4/4,string_ensemble,cinematic,cmajor,74,115,standard,8,commu03023.mid,accompaniment,"['A#', 'C', 'Dm', 'F', 'A#', 'C', 'Dm', 'Am']",
6965,10490.0,80,4/4,string_ensemble,cinematic,aminor,68,117,standard,8,commu03024.mid,accompaniment,"['G#m', 'Am', 'B', 'C', 'G#m', 'Am', 'B', 'C']",
6966,10491.0,80,4/4,string_ensemble,cinematic,aminor,59,60,standard,8,commu03025.mid,pad,"['C', 'Am', 'C', 'F', 'Em', 'F', 'C', 'F']",
6967,10492.0,85,4/4,string_ensemble,cinematic,aminor,68,124,standard,8,commu03026.mid,accompaniment,"['Am', 'C', 'F', 'Am', 'F', 'Dm', 'Am', 'A#']",
6968,10493.0,120,4/4,string_ensemble,cinematic,cmajor,63,64,standard,8,commu03027.mid,pad,"['Cm', 'G#', 'G#', 'G#', 'D#', 'Gm', 'Gm', 'G']",
6969,10500.0,65,4/4,acoustic_piano,newage,cmajor,45,52,standard,8,commu03029.mid,pad,"['C', 'G', 'F', 'C', 'Am', 'G', 'F', 'C']",
6970,10501.0,155,3/4,string_ensemble,cinematic,cmajor,70,80,standard,16,commu03030.mid,sub_melody,"['G', 'C', 'Am', 'D', 'Bm', 'Em', 'C', 'C', 'F', 'E', 'Am', 'D', 'G', 'G', 'C', 'C']",
6971,10502.0,155,3/4,string_ensemble,cinematic,cmajor,70,80,standard,16,commu03030.mid,sub_melody,"['Dm', 'C', 'A#', 'F', 'Gm', 'C', 'F', 'C', 'F', 'Em', 'Am', 'Am', 'G', 'G', 'F', 'F']",
6972,10503.0,155,3/4,string_ensemble,cinematic,cmajor,70,80,standard,16,commu03030.mid,sub_melody,"['G', 'C', 'Em', 'D', 'Bm', 'C', 'C', 'C', 'F', 'E', 'Am', 'D', 'G', 'G', 'C', 'C']",
6973,10504.0,155,3/4,string_ensemble,cinematic,cmajor,70,80,standard,16,commu03030.mid,sub_melody,"['Bm', 'Em', 'C', 'D', 'D', 'Em', 'C', 'C', 'F', 'E', 'Am', 'D', 'G', 'G', 'C', 'C']",
6974,10505.0,155,3/4,string_ensemble,cinematic,cmajor,70,80,standard,16,commu03030.mid,sub_melody,"['Gm', 'C', 'A', 'A', 'G', 'G', 'C', 'C', 'F', 'E', 'Am', 'D', 'G', 'G', 'C', 'C']",
6975,10506.0,155,3/4,string_ensemble,cinematic,cmajor,70,80,standard,16,commu03030.mid,sub_melody,"['Bm', 'G', 'E', 'Em', 'D', 'G', 'C', 'C', 'F', 'E', 'Am', 'D', 'G', 'G', 'C', 'C']",
6976,10507.0,155,3/4,string_ensemble,cinematic,cmajor,70,80,standard,16,commu03030.mid,sub_melody,"['D', 'Am', 'Em', 'F', 'G', 'C', 'Am', 'Am', 'Dm', 'E', 'Am', 'Am', 'G', 'G', 'F', 'F']",
6977,10508.0,155,3/4,string_ensemble,cinematic,cmajor,70,80,standard,16,commu03030.mid,sub_melody,"['G', 'Am', 'Am', 'D', 'G', 'G', 'C', 'C', 'F', 'E', 'Am', 'D', 'G', 'G', 'C', 'C']",
6978,10509.0,65,4/4,synth_pad,newage,cmajor,101,102,standard,8,commu03031.mid,sub_melody,"['C', 'Dm', 'C', 'F', 'C', 'F', 'C', 'F']",
6979,10510.0,65,4/4,synth_pad,newage,cmajor,101,102,standard,8,commu03031.mid,sub_melody,"['C', 'F', 'Am', 'F', 'C', 'F', 'C', 'F']",
6980,10511.0,65,4/4,synth_pad,newage,cmajor,101,102,standard,8,commu03031.mid,sub_melody,"['C', 'F', 'C', 'F', 'C', 'F', 'C', 'F']",
6981,10512.0,65,4/4,synth_pad,newage,cmajor,101,102,standard,8,commu03031.mid,sub_melody,"['Dm', 'F', 'A#', 'F', 'C', 'Dm', 'G', 'F']",
6982,10513.0,65,4/4,synth_pad,newage,cmajor,101,102,standard,8,commu03031.mid,sub_melody,"['Am', 'F', 'C', 'F', 'C', 'F', 'C', 'F']",
6983,10516.0,80,4/4,celesta,cinematic,aminor,48,57,standard,4,commu03032.mid,sub_melody,"['F', 'Dm', 'Dm', 'A']",
6984,10517.0,80,4/4,celesta,cinematic,aminor,48,57,standard,4,commu03032.mid,sub_melody,"['Bm', 'G', 'E', 'Em']",
6985,10523.0,80,4/4,string_ensemble,cinematic,aminor,68,123,standard,8,commu03033.mid,accompaniment,"['Am', 'C', 'F', 'Am', 'F', 'Dm', 'Am', 'A#']",
6986,10524.0,45,4/4,synth_pad,newage,cmajor,67,70,standard,4,commu03034.mid,accompaniment,"['C', 'G', 'Em', 'F']",
6987,10525.0,90,4/4,string_cello-2,cinematic,cmajor,71,84,standard,5,commu03035.mid,sub_melody,"['Em', 'Cm', 'Em', 'Cm', 'Cm', 'Cm', 'Cm', 'Cm']",
6988,10526.0,90,4/4,string_cello-2,cinematic,cmajor,71,84,standard,5,commu03035.mid,sub_melody,"['Em', 'F', 'Em', 'F', 'C', 'Am', 'Em', 'F']",
6989,10527.0,90,4/4,string_cello-2,cinematic,cmajor,71,84,standard,5,commu03035.mid,sub_melody,"['Am', 'C', 'Em', 'F', 'F', 'Am', 'Em', 'F']",
6990,10528.0,90,4/4,string_cello-2,cinematic,cmajor,71,84,standard,5,commu03035.mid,sub_melody,"['C', 'Am', 'Em', 'F', 'F', 'Am', 'Em', 'F']",
6991,10531.0,90,4/4,string_cello-2,cinematic,cmajor,71,84,standard,5,commu03035.mid,sub_melody,"['C', 'F', 'Em', 'F', 'C', 'Am', 'Em', 'F']",
6992,10534.0,120,4/4,horn,cinematic,aminor,101,102,standard,8,commu03036.mid,sub_melody,"['Em', 'Em', 'Am', 'D', 'Em', 'C', 'Am', 'B']",
6993,10538.0,120,4/4,horn,cinematic,aminor,101,102,standard,8,commu03036.mid,sub_melody,"['C', 'G', 'C', 'D', 'Em', 'C', 'Am', 'B']",
6994,10540.0,120,4/4,tuba-4,cinematic,cmajor,57,58,standard,7,commu03037.mid,bass,"['A', 'Am', 'G', 'G', 'G', 'G', 'Em', 'Em']",
6995,10548.0,80,4/4,acoustic_piano,cinematic,aminor,31,40,triplet,4,commu03039.mid,main_melody,"['C', 'Dm', 'Dm', 'Em']",
6996,10549.0,80,4/4,acoustic_piano,cinematic,aminor,31,40,triplet,4,commu03039.mid,main_melody,"['Am', 'G', 'F', 'E']",
6997,10550.0,80,4/4,acoustic_piano,cinematic,aminor,31,40,triplet,4,commu03039.mid,main_melody,"['C', 'Bm', 'F', 'E']",
6998,10551.0,80,4/4,acoustic_piano,cinematic,aminor,31,40,triplet,4,commu03039.mid,main_melody,"['C', 'G', 'F', 'E']",
6999,10552.0,80,4/4,acoustic_piano,cinematic,aminor,31,40,triplet,4,commu03039.mid,main_melody,"['Am', 'D', 'Dm', 'E']",
7000,10556.0,80,4/4,celesta,cinematic,cmajor,31,76,standard,8,commu03040.mid,sub_melody,"['Am', 'Em', 'F', 'F', 'Am', 'Em', 'F', 'C']",
7001,10557.0,80,4/4,celesta,cinematic,cmajor,31,76,standard,8,commu03040.mid,sub_melody,"['Em', 'Am', 'Em', 'F', 'F', 'Am', 'Em', 'F']",
7002,10560.0,80,4/4,celesta,cinematic,cmajor,31,76,standard,8,commu03040.mid,sub_melody,"['Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'G', 'F']",
7003,10562.0,80,4/4,celesta,cinematic,cmajor,31,76,standard,8,commu03040.mid,sub_melody,"['C', 'Am', 'Bm', 'Em', 'C', 'Am', 'Am', 'C']",
7004,10563.0,155,3/4,string_ensemble,cinematic,cmajor,69,81,standard,16,commu03041.mid,accompaniment,"['Dm', 'G', 'Em', 'A', 'Dm', 'G', 'C', 'C', 'F', 'B', 'Em', 'A', 'Dm', 'G', 'C', 'C']",
7005,10564.0,85,4/4,string_ensemble,cinematic,aminor,70,119,standard,8,commu03042.mid,accompaniment,"['A', 'G', 'F', 'Em', 'B', 'Bm', 'Am', 'A#']",
7006,10565.0,80,4/4,acoustic_piano,cinematic,aminor,67,68,standard,4,commu03043.mid,riff,"['C', 'Am', 'C', 'Am']",
7007,10566.0,80,4/4,string_ensemble,cinematic,aminor,63,114,standard,8,commu03044.mid,accompaniment,"['Em', 'Em', 'C', 'Em', 'F#', 'Am', 'Em', 'F']",
7008,10567.0,155,3/4,string_ensemble,cinematic,cmajor,74,90,standard,8,commu03045.mid,accompaniment,"['Dm', 'G', 'C', 'A', 'Dm', 'G', 'C', 'C']",
7009,10568.0,45,4/4,string_cello,newage,cmajor,71,72,standard,4,commu03046.mid,sub_melody,"['Am', 'Em', 'F', 'F']",
7010,10569.0,45,4/4,string_cello,newage,cmajor,71,72,standard,4,commu03046.mid,sub_melody,"['C', 'G', 'Am', 'F']",
7011,10570.0,45,4/4,string_cello,newage,cmajor,71,72,standard,4,commu03046.mid,sub_melody,"['C', 'G', 'C', 'F']",
7012,10571.0,45,4/4,string_cello,newage,cmajor,71,72,standard,4,commu03046.mid,sub_melody,"['Am', 'G', 'C', 'F']",
7013,10572.0,45,4/4,string_cello,newage,cmajor,71,72,standard,4,commu03046.mid,sub_melody,"['C', 'G', 'Em', 'F']",
7014,10573.0,120,4/4,horn-4,cinematic,aminor,92,96,standard,7,commu03047.mid,sub_melody,"['G', 'C', 'F', 'Am', 'Am', 'Am', 'Am', 'Am']",
7015,10578.0,120,4/4,horn-4,cinematic,aminor,92,96,standard,7,commu03047.mid,sub_melody,"['G', 'Am', 'C', 'F', 'C', 'Am', 'Am', 'G']",
7016,10581.0,65,4/4,acoustic_piano,newage,cmajor,45,60,standard,4,commu03048.mid,accompaniment,"['G', 'C', 'Em', 'D']",
